time,generation biomass,generation hydro water reservoir,generation fossil hard coal,generation nuclear,generation solar
2015-07-03 12:00:00+00:00,471.0,4763.0,2709.0,6870.0,5347.0
2015-07-03 13:00:00+00:00,465.0,4259.0,2793.0,6869.0,5093.0
2015-07-03 14:00:00+00:00,467.0,4137.0,2750.0,6867.0,4630.0
2015-07-03 15:00:00+00:00,468.0,4091.0,2852.0,6867.0,3829.0
2015-07-03 16:00:00+00:00,484.0,5624.0,2987.0,6862.0,2177.0
2015-07-03 17:00:00+00:00,491.0,6758.0,3039.0,6862.0,836.0
2015-07-03 18:00:00+00:00,486.0,6992.0,3307.0,6867.0,643.0
2015-07-03 19:00:00+00:00,487.0,7202.0,3332.0,6872.0,645.0
2015-07-03 20:00:00+00:00,482.0,6836.0,3265.0,6871.0,625.0
2015-07-03 21:00:00+00:00,480.0,5742.0,3001.0,6872.0,608.0
2015-07-03 22:00:00+00:00,350.0,1618.0,1955.0,7091.0,125.0
2015-07-03 23:00:00+00:00,349.0,1375.0,1736.0,7090.0,106.0
2015-07-04 00:00:00+00:00,322.0,1380.0,1667.0,7091.0,106.0
2015-07-04 01:00:00+00:00,316.0,1153.0,1516.0,7092.0,95.0
2015-07-04 02:00:00+00:00,317.0,1191.0,1632.0,7092.0,91.0
2015-07-04 03:00:00+00:00,338.0,1371.0,1845.0,7092.0,91.0
2015-07-04 04:00:00+00:00,351.0,1752.0,2238.0,7091.0,91.0
2015-07-04 05:00:00+00:00,354.0,2804.0,2761.0,7089.0,98.0
2015-07-04 06:00:00+00:00,362.0,3766.0,3145.0,7086.0,326.0
2015-07-04 07:00:00+00:00,359.0,4104.0,3271.0,7086.0,1274.0
2015-07-04 08:00:00+00:00,362.0,3703.0,3173.0,7086.0,2702.0
2015-07-04 09:00:00+00:00,360.0,3431.0,2922.0,7085.0,3673.0
2015-07-04 10:00:00+00:00,363.0,3577.0,2634.0,7085.0,4018.0
2015-07-04 11:00:00+00:00,367.0,3333.0,2626.0,7085.0,4025.0
2015-07-04 12:00:00+00:00,367.0,2705.0,2618.0,7085.0,3843.0
2015-07-04 13:00:00+00:00,368.0,2595.0,2868.0,7084.0,3659.0
2015-07-04 14:00:00+00:00,368.0,2302.0,3012.0,7083.0,3064.0
2015-07-04 15:00:00+00:00,364.0,1642.0,2819.0,7084.0,2563.0
2015-07-04 16:00:00+00:00,372.0,1607.0,2714.0,7084.0,2025.0
2015-07-04 17:00:00+00:00,369.0,1957.0,2566.0,7084.0,1172.0
2015-07-04 18:00:00+00:00,370.0,3587.0,2707.0,7086.0,367.0
2015-07-04 19:00:00+00:00,372.0,4107.0,3269.0,7089.0,161.0
2015-07-04 20:00:00+00:00,360.0,2737.0,3110.0,7089.0,147.0
2015-07-04 21:00:00+00:00,353.0,2003.0,2482.0,7090.0,140.0
2015-07-04 22:00:00+00:00,423.0,4159.0,5710.0,4043.0,639.0
2015-07-04 23:00:00+00:00,429.0,3441.0,5306.0,4044.0,639.0
2015-07-05 00:00:00+00:00,431.0,3607.0,5162.0,4045.0,607.0
2015-07-05 01:00:00+00:00,430.0,3561.0,4996.0,4045.0,541.0
2015-07-05 02:00:00+00:00,428.0,3588.0,5022.0,4044.0,478.0
2015-07-05 03:00:00+00:00,428.0,3459.0,4885.0,4045.0,408.0
2015-07-05 04:00:00+00:00,423.0,2974.0,5043.0,4045.0,230.0
2015-07-05 05:00:00+00:00,425.0,3893.0,5178.0,4045.0,182.0
2015-07-05 06:00:00+00:00,427.0,4124.0,5471.0,4046.0,836.0
2015-07-05 07:00:00+00:00,429.0,4055.0,5445.0,4046.0,2692.0
2015-07-05 08:00:00+00:00,421.0,4060.0,5087.0,4036.0,4148.0
2015-07-05 09:00:00+00:00,418.0,3870.0,4759.0,4023.0,4776.0
2015-07-05 10:00:00+00:00,406.0,3741.0,4666.0,4000.0,5137.0
2015-07-05 11:00:00+00:00,409.0,3486.0,4828.0,4002.0,5372.0
2015-07-05 12:00:00+00:00,404.0,2860.0,4771.0,4007.0,5427.0
2015-07-05 13:00:00+00:00,421.0,3301.0,4815.0,4005.0,5336.0
2015-07-05 14:00:00+00:00,422.0,3255.0,4766.0,4004.0,5119.0
2015-07-05 15:00:00+00:00,420.0,2854.0,4681.0,4004.0,4716.0
2015-07-05 16:00:00+00:00,417.0,3020.0,4352.0,4062.0,4112.0
2015-07-05 17:00:00+00:00,421.0,3280.0,4580.0,4096.0,3080.0
2015-07-05 18:00:00+00:00,423.0,3338.0,5003.0,4118.0,1625.0
2015-07-05 19:00:00+00:00,438.0,3938.0,5435.0,4126.0,843.0
2015-07-05 20:00:00+00:00,434.0,3642.0,5241.0,4121.0,679.0
2015-07-05 21:00:00+00:00,436.0,3095.0,4502.0,4129.0,677.0
2015-07-05 22:00:00+00:00,513.0,1576.0,4969.0,4595.0,538.0
2015-07-05 23:00:00+00:00,504.0,2020.0,4700.0,4602.0,500.0
2015-07-06 00:00:00+00:00,499.0,2415.0,4463.0,4609.0,410.0
2015-07-06 01:00:00+00:00,502.0,2337.0,4285.0,4662.0,390.0
2015-07-06 02:00:00+00:00,507.0,2714.0,4232.0,4683.0,389.0
2015-07-06 03:00:00+00:00,507.0,2810.0,4255.0,4709.0,339.0
2015-07-06 04:00:00+00:00,507.0,2876.0,4211.0,4727.0,257.0
2015-07-06 05:00:00+00:00,506.0,2925.0,4021.0,4754.0,471.0
2015-07-06 06:00:00+00:00,507.0,2970.0,4260.0,4769.0,1146.0
2015-07-06 07:00:00+00:00,503.0,2704.0,4586.0,4764.0,2513.0
2015-07-06 08:00:00+00:00,503.0,2741.0,4828.0,4765.0,3620.0
2015-07-06 09:00:00+00:00,498.0,1681.0,4900.0,4784.0,4336.0
2015-07-06 10:00:00+00:00,503.0,1617.0,5010.0,4768.0,4724.0
2015-07-06 11:00:00+00:00,498.0,2213.0,5096.0,4755.0,4825.0
2015-07-06 12:00:00+00:00,499.0,2225.0,5096.0,4741.0,4796.0
2015-07-06 13:00:00+00:00,510.0,2322.0,4948.0,4763.0,4605.0
2015-07-06 14:00:00+00:00,504.0,2414.0,4902.0,4784.0,4240.0
2015-07-06 15:00:00+00:00,502.0,1851.0,4747.0,4806.0,3789.0
2015-07-06 16:00:00+00:00,497.0,1933.0,4925.0,4824.0,3024.0
2015-07-06 17:00:00+00:00,485.0,2275.0,4885.0,4851.0,2206.0
2015-07-06 18:00:00+00:00,490.0,2672.0,4821.0,4877.0,1463.0
2015-07-06 19:00:00+00:00,494.0,3751.0,4979.0,4901.0,901.0
2015-07-06 20:00:00+00:00,497.0,3898.0,4918.0,4927.0,748.0
2015-07-06 21:00:00+00:00,493.0,3269.0,4800.0,4949.0,710.0
2015-07-06 22:00:00+00:00,511.0,2743.0,8313.0,5956.0,662.0
2015-07-06 23:00:00+00:00,515.0,1860.0,8239.0,5956.0,659.0
2015-07-07 00:00:00+00:00,512.0,1177.0,8199.0,5953.0,647.0
2015-07-07 01:00:00+00:00,510.0,1150.0,8256.0,5957.0,612.0
2015-07-07 02:00:00+00:00,517.0,1071.0,8251.0,5962.0,542.0
2015-07-07 03:00:00+00:00,521.0,1082.0,8252.0,5963.0,357.0
2015-07-07 04:00:00+00:00,521.0,1833.0,8262.0,5961.0,124.0
2015-07-07 05:00:00+00:00,521.0,1984.0,8256.0,5961.0,179.0
2015-07-07 06:00:00+00:00,524.0,3229.0,8190.0,5965.0,682.0
2015-07-07 07:00:00+00:00,521.0,3710.0,8147.0,5966.0,2024.0
2015-07-07 08:00:00+00:00,517.0,4318.0,8145.0,5967.0,3518.0
2015-07-07 09:00:00+00:00,512.0,4576.0,8138.0,5961.0,4129.0
2015-07-07 10:00:00+00:00,505.0,5236.0,8124.0,5933.0,4402.0
2015-07-07 11:00:00+00:00,504.0,5386.0,8121.0,5907.0,4485.0
2015-07-07 12:00:00+00:00,493.0,5038.0,7877.0,5895.0,4448.0
2015-07-07 13:00:00+00:00,486.0,4692.0,7600.0,5894.0,4375.0
2015-07-07 14:00:00+00:00,487.0,4618.0,7294.0,5888.0,4592.0
2015-07-07 15:00:00+00:00,486.0,4027.0,7268.0,5888.0,4373.0
2015-07-07 16:00:00+00:00,490.0,3137.0,7271.0,5888.0,3850.0
2015-07-07 17:00:00+00:00,498.0,3327.0,7302.0,5887.0,2982.0
2015-07-07 18:00:00+00:00,496.0,3803.0,7315.0,5890.0,1807.0
2015-07-07 19:00:00+00:00,504.0,3812.0,7449.0,5901.0,858.0
2015-07-07 20:00:00+00:00,506.0,3525.0,7497.0,5916.0,620.0
2015-07-07 21:00:00+00:00,498.0,2346.0,7432.0,5922.0,608.0
2015-07-07 22:00:00+00:00,503.0,1669.0,6809.0,6686.0,386.0
2015-07-07 23:00:00+00:00,502.0,854.0,6747.0,6683.0,344.0
2015-07-08 00:00:00+00:00,510.0,538.0,6585.0,6685.0,343.0
2015-07-08 01:00:00+00:00,517.0,513.0,6377.0,6686.0,292.0
2015-07-08 02:00:00+00:00,523.0,606.0,6467.0,6691.0,134.0
2015-07-08 03:00:00+00:00,528.0,566.0,6132.0,6691.0,120.0
2015-07-08 04:00:00+00:00,532.0,851.0,6079.0,6696.0,57.0
2015-07-08 05:00:00+00:00,540.0,1274.0,6513.0,6697.0,93.0
2015-07-08 06:00:00+00:00,548.0,2096.0,6718.0,6696.0,437.0
2015-07-08 07:00:00+00:00,549.0,3464.0,6805.0,6692.0,1081.0
2015-07-08 08:00:00+00:00,543.0,4635.0,6825.0,6688.0,1819.0
2015-07-08 09:00:00+00:00,541.0,4754.0,6825.0,6688.0,2574.0
2015-07-08 10:00:00+00:00,529.0,5283.0,6823.0,6683.0,2936.0
2015-07-08 11:00:00+00:00,530.0,5492.0,6833.0,6679.0,3113.0
2015-07-08 12:00:00+00:00,523.0,5054.0,6835.0,6673.0,3103.0
2015-07-08 13:00:00+00:00,521.0,4671.0,6836.0,6669.0,2896.0
2015-07-08 14:00:00+00:00,510.0,4410.0,6844.0,6662.0,2540.0
2015-07-08 15:00:00+00:00,500.0,3718.0,6841.0,6649.0,2014.0
2015-07-08 16:00:00+00:00,494.0,2517.0,6792.0,6653.0,1351.0
2015-07-08 17:00:00+00:00,498.0,1421.0,6693.0,6658.0,688.0
2015-07-08 18:00:00+00:00,504.0,1084.0,6217.0,6662.0,199.0
2015-07-08 19:00:00+00:00,524.0,1709.0,6254.0,6671.0,31.0
2015-07-08 20:00:00+00:00,531.0,1636.0,6544.0,6673.0,30.0
2015-07-08 21:00:00+00:00,535.0,1236.0,6590.0,6677.0,30.0
2015-07-08 22:00:00+00:00,475.0,746.0,5718.0,6904.0,159.0
2015-07-08 23:00:00+00:00,459.0,563.0,5484.0,6904.0,89.0
2015-07-09 00:00:00+00:00,440.0,492.0,5272.0,6906.0,52.0
2015-07-09 01:00:00+00:00,438.0,426.0,5191.0,6908.0,46.0
2015-07-09 02:00:00+00:00,434.0,601.0,5266.0,6907.0,46.0
2015-07-09 03:00:00+00:00,438.0,629.0,5283.0,6905.0,46.0
2015-07-09 04:00:00+00:00,453.0,655.0,6069.0,6904.0,46.0
2015-07-09 05:00:00+00:00,454.0,1185.0,6773.0,6904.0,49.0
2015-07-09 06:00:00+00:00,455.0,1847.0,7191.0,6909.0,233.0
2015-07-09 07:00:00+00:00,429.0,2976.0,7318.0,6915.0,810.0
2015-07-09 08:00:00+00:00,436.0,3444.0,7334.0,6907.0,1693.0
2015-07-09 09:00:00+00:00,457.0,3655.0,7297.0,6903.0,2440.0
2015-07-09 10:00:00+00:00,467.0,3917.0,7370.0,6900.0,2845.0
2015-07-09 11:00:00+00:00,472.0,3424.0,7383.0,6899.0,3252.0
2015-07-09 12:00:00+00:00,465.0,2997.0,7276.0,6896.0,3518.0
2015-07-09 13:00:00+00:00,472.0,2296.0,7237.0,6894.0,3510.0
2015-07-09 14:00:00+00:00,484.0,2361.0,7186.0,6892.0,3091.0
2015-07-09 15:00:00+00:00,491.0,2517.0,7226.0,6894.0,2334.0
2015-07-09 16:00:00+00:00,507.0,2241.0,7195.0,6897.0,1675.0
2015-07-09 17:00:00+00:00,509.0,2258.0,6953.0,6901.0,1090.0
2015-07-09 18:00:00+00:00,512.0,3033.0,6881.0,6903.0,469.0
2015-07-09 19:00:00+00:00,520.0,3362.0,7110.0,6905.0,287.0
2015-07-09 20:00:00+00:00,519.0,2216.0,7031.0,6905.0,250.0
2015-07-09 21:00:00+00:00,512.0,939.0,7003.0,6908.0,221.0
2015-07-09 22:00:00+00:00,542.0,1068.0,6659.0,4888.0,92.0
2015-07-09 23:00:00+00:00,539.0,872.0,6799.0,4885.0,59.0
2015-07-10 00:00:00+00:00,543.0,581.0,6806.0,4885.0,58.0
2015-07-10 01:00:00+00:00,543.0,595.0,6997.0,4885.0,60.0
2015-07-10 02:00:00+00:00,544.0,549.0,7123.0,4885.0,59.0
2015-07-10 03:00:00+00:00,543.0,892.0,7254.0,4891.0,60.0
2015-07-10 04:00:00+00:00,543.0,1680.0,7202.0,4892.0,59.0
2015-07-10 05:00:00+00:00,547.0,4100.0,7542.0,4893.0,69.0
2015-07-10 06:00:00+00:00,549.0,4753.0,7582.0,4901.0,143.0
2015-07-10 07:00:00+00:00,550.0,4748.0,7591.0,4902.0,885.0
2015-07-10 08:00:00+00:00,547.0,4572.0,7595.0,4900.0,1991.0
2015-07-10 09:00:00+00:00,537.0,4619.0,7575.0,4899.0,3095.0
2015-07-10 10:00:00+00:00,544.0,4463.0,7493.0,4898.0,3765.0
2015-07-10 11:00:00+00:00,545.0,4274.0,7605.0,4896.0,3900.0
2015-07-10 12:00:00+00:00,546.0,3467.0,7607.0,4895.0,3934.0
2015-07-10 13:00:00+00:00,554.0,2471.0,7531.0,4894.0,3958.0
2015-07-10 14:00:00+00:00,554.0,2220.0,7380.0,4894.0,3882.0
2015-07-10 15:00:00+00:00,558.0,2514.0,7376.0,4894.0,3323.0
2015-07-10 16:00:00+00:00,559.0,2518.0,7237.0,4892.0,2438.0
2015-07-10 17:00:00+00:00,563.0,3501.0,7387.0,4892.0,990.0
2015-07-10 18:00:00+00:00,571.0,4474.0,7576.0,4896.0,460.0
2015-07-10 19:00:00+00:00,568.0,4120.0,7541.0,4899.0,398.0
2015-07-10 20:00:00+00:00,566.0,2288.0,7257.0,4902.0,373.0
2015-07-10 21:00:00+00:00,564.0,1195.0,7171.0,4902.0,316.0
2015-07-10 22:00:00+00:00,581.0,833.0,6448.0,5040.0,83.0
2015-07-10 23:00:00+00:00,584.0,706.0,5664.0,5043.0,84.0
2015-07-11 00:00:00+00:00,576.0,538.0,5152.0,5042.0,71.0
2015-07-11 01:00:00+00:00,578.0,639.0,4875.0,5042.0,67.0
2015-07-11 02:00:00+00:00,574.0,661.0,4764.0,5041.0,68.0
2015-07-11 03:00:00+00:00,572.0,580.0,4870.0,5042.0,67.0
2015-07-11 04:00:00+00:00,568.0,563.0,4768.0,5041.0,67.0
2015-07-11 05:00:00+00:00,573.0,806.0,5074.0,5040.0,65.0
2015-07-11 06:00:00+00:00,572.0,978.0,5381.0,5037.0,507.0
2015-07-11 07:00:00+00:00,569.0,1693.0,6048.0,5039.0,1725.0
2015-07-11 08:00:00+00:00,572.0,2037.0,6156.0,5041.0,3253.0
2015-07-11 09:00:00+00:00,568.0,2103.0,6121.0,5041.0,4160.0
2015-07-11 10:00:00+00:00,560.0,2186.0,6038.0,5041.0,4308.0
2015-07-11 11:00:00+00:00,554.0,2419.0,6120.0,5039.0,4321.0
2015-07-11 12:00:00+00:00,562.0,2130.0,6276.0,5038.0,4340.0
2015-07-11 13:00:00+00:00,559.0,1600.0,6119.0,5037.0,4125.0
2015-07-11 14:00:00+00:00,556.0,1068.0,6203.0,5036.0,3441.0
2015-07-11 15:00:00+00:00,561.0,1536.0,6433.0,5039.0,1717.0
2015-07-11 16:00:00+00:00,573.0,2997.0,6740.0,5037.0,600.0
2015-07-11 17:00:00+00:00,567.0,3805.0,6952.0,5038.0,333.0
2015-07-11 18:00:00+00:00,570.0,3742.0,6950.0,5037.0,167.0
2015-07-11 19:00:00+00:00,569.0,3135.0,6784.0,5036.0,78.0
2015-07-11 20:00:00+00:00,565.0,1454.0,6280.0,5037.0,75.0
2015-07-11 21:00:00+00:00,556.0,1085.0,5161.0,5039.0,74.0
2015-07-11 22:00:00+00:00,536.0,408.0,5787.0,6091.0,12.0
2015-07-11 23:00:00+00:00,529.0,221.0,4766.0,6091.0,12.0
2015-07-12 00:00:00+00:00,517.0,241.0,4318.0,6090.0,12.0
2015-07-12 01:00:00+00:00,501.0,194.0,4147.0,6091.0,12.0
2015-07-12 02:00:00+00:00,509.0,170.0,4024.0,6092.0,12.0
2015-07-12 03:00:00+00:00,517.0,206.0,4088.0,6090.0,12.0
2015-07-12 04:00:00+00:00,531.0,327.0,4715.0,6090.0,12.0
2015-07-12 05:00:00+00:00,541.0,366.0,5295.0,6091.0,16.0
2015-07-12 06:00:00+00:00,540.0,381.0,6271.0,6090.0,32.0
2015-07-12 07:00:00+00:00,545.0,515.0,6626.0,6092.0,325.0
2015-07-12 08:00:00+00:00,544.0,565.0,6841.0,6092.0,832.0
2015-07-12 09:00:00+00:00,545.0,703.0,6658.0,6091.0,1085.0
2015-07-12 10:00:00+00:00,550.0,447.0,6674.0,6092.0,1144.0
2015-07-12 11:00:00+00:00,557.0,446.0,6980.0,6092.0,1061.0
2015-07-12 12:00:00+00:00,560.0,407.0,7039.0,6093.0,961.0
2015-07-12 13:00:00+00:00,560.0,409.0,6943.0,6092.0,734.0
2015-07-12 14:00:00+00:00,556.0,478.0,7039.0,6090.0,341.0
2015-07-12 15:00:00+00:00,558.0,902.0,7227.0,6090.0,44.0
2015-07-12 16:00:00+00:00,562.0,1931.0,7426.0,6090.0,20.0
2015-07-12 17:00:00+00:00,557.0,2377.0,7363.0,6090.0,20.0
2015-07-12 18:00:00+00:00,557.0,2156.0,7341.0,6090.0,19.0
2015-07-12 19:00:00+00:00,557.0,1586.0,7152.0,6091.0,13.0
2015-07-12 20:00:00+00:00,552.0,1238.0,6755.0,6092.0,13.0
2015-07-12 21:00:00+00:00,555.0,627.0,6367.0,6091.0,13.0
2015-07-12 22:00:00+00:00,525.0,1559.0,6765.0,6265.0,808.0
2015-07-12 23:00:00+00:00,528.0,876.0,6600.0,6270.0,739.0
2015-07-13 00:00:00+00:00,532.0,698.0,6431.0,6279.0,703.0
2015-07-13 01:00:00+00:00,534.0,667.0,6384.0,6221.0,703.0
2015-07-13 02:00:00+00:00,534.0,606.0,6364.0,6108.0,701.0
2015-07-13 03:00:00+00:00,528.0,655.0,6538.0,6136.0,686.0
2015-07-13 04:00:00+00:00,536.0,1344.0,6962.0,6195.0,502.0
2015-07-13 05:00:00+00:00,540.0,1771.0,7067.0,6252.0,524.0
2015-07-13 06:00:00+00:00,545.0,1934.0,7064.0,6307.0,1222.0
2015-07-13 07:00:00+00:00,542.0,2609.0,7155.0,6347.0,3135.0
2015-07-13 08:00:00+00:00,543.0,3086.0,7161.0,6397.0,4455.0
2015-07-13 09:00:00+00:00,531.0,3693.0,7226.0,6435.0,4905.0
2015-07-13 10:00:00+00:00,533.0,4062.0,7255.0,6449.0,5157.0
2015-07-13 11:00:00+00:00,533.0,4245.0,7261.0,6459.0,5253.0
2015-07-13 12:00:00+00:00,532.0,4353.0,7228.0,6471.0,5285.0
2015-07-13 13:00:00+00:00,483.0,3932.0,7221.0,6478.0,5226.0
2015-07-13 14:00:00+00:00,476.0,3793.0,7240.0,6475.0,5040.0
2015-07-13 15:00:00+00:00,482.0,3154.0,7238.0,6468.0,4707.0
2015-07-13 16:00:00+00:00,501.0,2687.0,7230.0,6470.0,4212.0
2015-07-13 17:00:00+00:00,521.0,2301.0,7231.0,6460.0,3491.0
2015-07-13 18:00:00+00:00,531.0,2049.0,7196.0,6470.0,2282.0
2015-07-13 19:00:00+00:00,533.0,2324.0,7173.0,6520.0,1100.0
2015-07-13 20:00:00+00:00,533.0,2144.0,7139.0,6577.0,741.0
2015-07-13 21:00:00+00:00,533.0,1130.0,7114.0,6629.0,690.0
2015-07-13 22:00:00+00:00,532.0,1404.0,7149.0,6672.0,685.0
2015-07-13 23:00:00+00:00,534.0,1179.0,6858.0,6705.0,700.0
2015-07-14 00:00:00+00:00,533.0,631.0,6627.0,6735.0,719.0
2015-07-14 01:00:00+00:00,533.0,673.0,6480.0,6765.0,715.0
2015-07-14 02:00:00+00:00,537.0,769.0,6076.0,6793.0,709.0
2015-07-14 03:00:00+00:00,534.0,750.0,5941.0,6797.0,698.0
2015-07-14 04:00:00+00:00,531.0,1164.0,6398.0,6796.0,530.0
2015-07-14 05:00:00+00:00,530.0,2011.0,6859.0,6786.0,465.0
2015-07-14 06:00:00+00:00,528.0,2349.0,7234.0,6792.0,1114.0
2015-07-14 07:00:00+00:00,523.0,3006.0,7394.0,6817.0,2951.0
2015-07-14 08:00:00+00:00,538.0,3569.0,7521.0,6842.0,4396.0
2015-07-14 09:00:00+00:00,479.0,3994.0,7618.0,6829.0,4900.0
2015-07-14 10:00:00+00:00,466.0,4473.0,7623.0,6818.0,5153.0
2015-07-14 11:00:00+00:00,462.0,4994.0,7622.0,6824.0,5271.0
2015-07-14 12:00:00+00:00,466.0,5061.0,7612.0,6821.0,5296.0
2015-07-14 13:00:00+00:00,464.0,4660.0,7607.0,6768.0,5200.0
2015-07-14 14:00:00+00:00,462.0,4452.0,7614.0,6733.0,5043.0
2015-07-14 15:00:00+00:00,463.0,3739.0,7618.0,6732.0,4697.0
2015-07-14 16:00:00+00:00,464.0,2542.0,7583.0,6731.0,4156.0
2015-07-14 17:00:00+00:00,463.0,1902.0,7590.0,6731.0,3388.0
2015-07-14 18:00:00+00:00,481.0,1617.0,7567.0,6741.0,2204.0
2015-07-14 19:00:00+00:00,488.0,1680.0,7597.0,6766.0,1051.0
2015-07-14 20:00:00+00:00,508.0,2008.0,7587.0,6797.0,743.0
2015-07-14 21:00:00+00:00,523.0,1071.0,7512.0,6829.0,705.0
2015-07-14 22:00:00+00:00,519.0,1290.0,7346.0,6854.0,701.0
2015-07-14 23:00:00+00:00,520.0,973.0,7178.0,6854.0,699.0
2015-07-15 00:00:00+00:00,518.0,567.0,6684.0,6852.0,691.0
2015-07-15 01:00:00+00:00,518.0,760.0,6430.0,6851.0,689.0
2015-07-15 02:00:00+00:00,524.0,800.0,6435.0,6850.0,681.0
2015-07-15 03:00:00+00:00,522.0,664.0,6661.0,6853.0,680.0
2015-07-15 04:00:00+00:00,517.0,922.0,7066.0,6852.0,515.0
2015-07-15 05:00:00+00:00,522.0,1700.0,7247.0,6848.0,411.0
2015-07-15 06:00:00+00:00,524.0,2554.0,7426.0,6844.0,1016.0
2015-07-15 07:00:00+00:00,526.0,3437.0,7630.0,6844.0,2541.0
2015-07-15 08:00:00+00:00,528.0,3869.0,7689.0,6849.0,4005.0
2015-07-15 09:00:00+00:00,525.0,4135.0,7661.0,6844.0,4660.0
2015-07-15 10:00:00+00:00,519.0,4372.0,7594.0,6838.0,4982.0
2015-07-15 11:00:00+00:00,524.0,4517.0,7655.0,6836.0,5125.0
2015-07-15 12:00:00+00:00,520.0,4204.0,7650.0,6835.0,5191.0
2015-07-15 13:00:00+00:00,518.0,3484.0,7638.0,6828.0,5111.0
2015-07-15 14:00:00+00:00,521.0,3631.0,7634.0,6818.0,4885.0
2015-07-15 15:00:00+00:00,520.0,3202.0,7618.0,6815.0,4458.0
2015-07-15 16:00:00+00:00,521.0,2805.0,7616.0,6771.0,3830.0
2015-07-15 17:00:00+00:00,514.0,2752.0,7622.0,6761.0,2853.0
2015-07-15 18:00:00+00:00,513.0,2891.0,7596.0,6785.0,1656.0
2015-07-15 19:00:00+00:00,498.0,3165.0,7621.0,6810.0,834.0
2015-07-15 20:00:00+00:00,503.0,3116.0,7686.0,6834.0,674.0
2015-07-15 21:00:00+00:00,508.0,2419.0,7710.0,6851.0,674.0
2015-07-15 22:00:00+00:00,499.0,1680.0,7800.0,6853.0,675.0
2015-07-15 23:00:00+00:00,496.0,941.0,7811.0,6844.0,611.0
2015-07-16 00:00:00+00:00,497.0,694.0,7458.0,6847.0,586.0
2015-07-16 01:00:00+00:00,505.0,577.0,6974.0,6855.0,510.0
2015-07-16 02:00:00+00:00,504.0,680.0,6877.0,6851.0,353.0
2015-07-16 03:00:00+00:00,498.0,623.0,7011.0,6855.0,220.0
2015-07-16 04:00:00+00:00,506.0,1046.0,7260.0,6857.0,132.0
2015-07-16 05:00:00+00:00,521.0,1791.0,7358.0,6858.0,206.0
2015-07-16 06:00:00+00:00,526.0,2115.0,7567.0,6857.0,771.0
2015-07-16 07:00:00+00:00,525.0,2826.0,7663.0,6856.0,2020.0
2015-07-16 08:00:00+00:00,528.0,2965.0,7637.0,6848.0,3677.0
2015-07-16 09:00:00+00:00,534.0,3321.0,7527.0,6842.0,4440.0
2015-07-16 10:00:00+00:00,529.0,3824.0,7596.0,6843.0,4755.0
2015-07-16 11:00:00+00:00,528.0,3899.0,7660.0,6846.0,4990.0
2015-07-16 12:00:00+00:00,533.0,3007.0,7659.0,6841.0,4915.0
2015-07-16 13:00:00+00:00,524.0,1966.0,7653.0,6839.0,4674.0
2015-07-16 14:00:00+00:00,525.0,2008.0,7657.0,6835.0,4017.0
2015-07-16 15:00:00+00:00,528.0,2279.0,7649.0,6800.0,3574.0
2015-07-16 16:00:00+00:00,526.0,1774.0,7636.0,6776.0,3026.0
2015-07-16 17:00:00+00:00,531.0,2260.0,7751.0,6787.0,2358.0
2015-07-16 18:00:00+00:00,537.0,2691.0,7751.0,6813.0,1353.0
2015-07-16 19:00:00+00:00,533.0,2863.0,7757.0,6837.0,760.0
2015-07-16 20:00:00+00:00,536.0,2509.0,7806.0,6862.0,664.0
2015-07-16 21:00:00+00:00,515.0,1775.0,7832.0,6873.0,569.0
2015-07-16 22:00:00+00:00,495.0,1805.0,7859.0,6871.0,390.0
2015-07-16 23:00:00+00:00,497.0,1096.0,7849.0,6864.0,246.0
2015-07-17 00:00:00+00:00,515.0,762.0,7747.0,6866.0,201.0
2015-07-17 01:00:00+00:00,522.0,842.0,7713.0,6861.0,160.0
2015-07-17 02:00:00+00:00,522.0,813.0,7737.0,6862.0,115.0
2015-07-17 03:00:00+00:00,523.0,610.0,7704.0,6867.0,74.0
2015-07-17 04:00:00+00:00,514.0,1049.0,7862.0,6863.0,44.0
2015-07-17 05:00:00+00:00,533.0,1273.0,7920.0,6863.0,133.0
2015-07-17 06:00:00+00:00,542.0,2048.0,7922.0,6868.0,553.0
2015-07-17 07:00:00+00:00,546.0,3969.0,7935.0,6867.0,1161.0
2015-07-17 08:00:00+00:00,542.0,4370.0,7926.0,6858.0,1831.0
2015-07-17 09:00:00+00:00,536.0,4129.0,7924.0,6858.0,2658.0
2015-07-17 10:00:00+00:00,534.0,4715.0,7918.0,6854.0,3086.0
2015-07-17 11:00:00+00:00,532.0,4396.0,7888.0,6849.0,3422.0
2015-07-17 12:00:00+00:00,529.0,3606.0,7862.0,6847.0,3424.0
2015-07-17 13:00:00+00:00,526.0,3140.0,7885.0,6841.0,3280.0
2015-07-17 14:00:00+00:00,535.0,3047.0,7894.0,6826.0,2815.0
2015-07-17 15:00:00+00:00,536.0,3353.0,7889.0,6782.0,2252.0
2015-07-17 16:00:00+00:00,532.0,2824.0,7862.0,6780.0,1902.0
2015-07-17 17:00:00+00:00,528.0,2354.0,7865.0,6782.0,1535.0
2015-07-17 18:00:00+00:00,525.0,2530.0,7828.0,6782.0,993.0
2015-07-17 19:00:00+00:00,515.0,3027.0,7898.0,6789.0,407.0
2015-07-17 20:00:00+00:00,509.0,2940.0,7923.0,6792.0,241.0
2015-07-17 21:00:00+00:00,517.0,2179.0,7888.0,6796.0,144.0
